Time:250Hz,Epoch,10,14,15,Event Id,Event Date,Event Duration
47.7559999998,5969,3.2243515461,5.5188738409,2.2118471890,,,
47.7599999998,5970,2.0655021231,2.8694388863,1.3892370469,,,
47.7639999997,5970,1.5834459980,0.6785460175,1.3911335412,,,
47.7679999999,5971,1.2560064943,-1.1832887757,1.4707127261,,,
47.7719999999,5971,1.1916681036,-2.4035186159,1.3559223807,,,
47.7759999998,5972,1.9056458996,-2.3684198480,1.4597697573,,,
47.7799999998,5972,2.9451012666,-1.4426548146,1.7016775834,,,
47.7840000000,5973,3.1743577174,-0.7628874583,1.3815847441,,,
47.7879999999,5973,2.4361496787,-0.6572927376,0.4211749092,,,
47.7919999999,5974,1.6482209721,-0.4479695308,-0.4010563239,,,
47.7959999999,5974,1.1557552787,0.0573223500,-0.7709905878,,,
47.7999999998,5975,0.3064832337,0.1509378167,-1.3007457930,,,
47.8039999998,5975,-1.0531907130,-0.3659603000,-2.2243908641,,,
47.8080000000,5976,-2.0096953679,-0.6233650228,-2.7371511458,,,
47.8119999999,5976,-2.0493741820,-0.0742371929,-2.2782831738,,,
47.8159999999,5977,-1.8732720498,0.6867669941,-1.4843753736,,,
47.8199999998,5977,-2.1152590416,1.0774700863,-1.1524055852,,,
47.8239999998,5978,-2.3997555481,1.3816283947,-1.1499621671,,,
47.8279999997,5978,-2.3496455109,1.7956388721,-1.0608825388,,,
47.8319999999,5979,-2.3705459623,1.7439348893,-1.0085437568,,,
47.8359999999,5979,-2.6156862013,0.9669163189,-1.0164397676,,,
47.8399999999,5980,-2.2394905882,0.3087901143,-0.3594889091,,,
47.8439999998,5980,-0.6976590432,0.4503530840,1.4291943986,,,
47.8480000000,5981,1.0068110093,0.6141244686,3.4011732551,,,
47.8520000000,5981,1.4423856706,-0.4230987649,4.0507846060,,,
47.8559999999,5982,0.5489650475,-2.5728449706,3.0508357933,,,
47.8599999999,5982,-0.6577168749,-4.6957874958,1.2744523284,,,
47.8639999998,5983,-1.5905893631,-6.0983512879,-0.5309365409,,,
47.8679999998,5983,-2.1719945566,-6.6668825823,-2.0628559856,,,
47.8720000000,5984,-1.9350910768,-5.9959685922,-2.7731739721,,,
47.8759999999,5984,-0.4512789047,-3.7594813597,-2.1391885918,,,
47.8799999999,5985,1.4953206226,-0.8331779894,-0.7108175119,,,
47.8839999998,5985,2.5052108760,1.2692734245,0.2341913893,,,
47.8879999998,5986,2.3961377225,2.2052548299,0.3081589552,,,
47.8919999998,5986,2.2567319904,2.9480861495,0.3292893302,,,
47.8959999999,5987,2.6378501253,4.0796626860,0.8462059613,,,
47.8999999999,5987,2.9556116594,5.1283265661,1.3950656149,,,
47.9039999999,5988,2.8432632081,5.7463315309,1.5440820608,,,
47.9079999998,5988,2.7168541942,6.2202562871,1.5764651767,,,
47.9119999998,5989,2.5819715326,6.3765425150,1.5889050086,,,
47.9159999997,5989,1.6242241881,5.2631816998,0.9483331097,,,
47.9199999999,5990,-0.3473665605,2.6358332100,-0.5999356239,,,
47.9239999999,5990,-2.2056917092,-0.2833150890,-2.1218072583,,,
47.9279999998,5991,-3.0002706773,-2.2784117706,-2.6096002444,,,
47.9319999998,5991,-3.1294186616,-3.4405814582,-2.2387730020,,,
47.9360000000,5992,-3.2447122054,-4.2538320432,-1.7213690981,,,
47.9399999999,5992,-3.0089137912,-4.4016614435,-1.0863323822,,,
47.9439999999,5993,-1.9375901904,-3.5238664000,-0.0568967827,,,
47.9479999999,5993,-0.5976391670,-2.3305522334,0.9408006387,,,
47.9519999998,5994,0.1799140566,-1.7662094061,1.2670554544,,,
47.9559999998,5994,0.5911669034,-1.6496455167,1.1841292247,,,
47.9600000000,5995,1.1983345638,-1.2752132161,1.3739934098,,,
47.9639999999,5995,1.5955363869,-0.8026713652,1.6350724108,,,
47.9679999999,5996,1.0089908241,-0.8348450808,1.1754509662,,,
47.9719999998,5996,-0.1941868473,-1.0431700116,0.0328809410,,,
47.9759999998,5997,-0.9097802023,-0.5304938554,-0.9161166689,,,
47.9799999997,5997,-0.9669123171,0.6020903406,-1.3244111466,,,
47.9839999999,5998,-1.0890486104,1.3297826299,-1.6255247947,,,
47.9879999999,5998,-1.3597193841,1.3102638254,-1.8716723129,,,
47.9919999999,5999,-1.1384369555,1.1461745957,-1.5208116451,,,
47.9959999998,5999,-0.5149033084,1.0109328919,-0.6204634132,800,47.9996543296,0.0000000000
48.0000000000,6000,-0.4056644263,0.3658759698,-0.0536959322,,,
48.0040000000,6000,-0.9298944726,-0.6890145501,-0.1782970766,,,
48.0079999999,6001,-1.0152701634,-1.0985149026,-0.2389148596,,,
48.0119999999,6001,-0.0915087271,-0.4232301126,0.3247200876,,,
48.0159999998,6002,1.0520673921,0.4287379228,0.9666430189,,,
48.0199999998,6002,1.7271812751,0.7226164302,1.1466643849,,,
48.0240000000,6003,2.4427930643,1.0404296987,1.3913596154,,,
48.0279999999,6003,3.6821205183,2.0456578522,2.2938564572,,,
48.0319999999,6004,4.6954900064,3.1372830248,3.2469557490,,,
48.0359999998,6004,4.5424829522,3.3457052950,3.2089987807,,,
48.0399999998,6005,3.4444401850,2.7186071366,2.1377213951,,,
48.0439999998,6005,2.0765224681,1.8047238945,0.6822902352,,,
48.0480000000,6006,0.3681416813,0.5607096166,-0.9698172147,,,
48.0519999999,6006,-1.8054233789,-1.0730588873,-2.8008042709,,,
48.0559999999,6007,-3.4804812776,-2.1904594774,-3.9800582882,,,
48.0599999998,6007,-3.5561629034,-1.8636562514,-3.5142889747,,,
48.0639999998,6008,-2.4574245480,-0.6775869492,-1.7541431865,,,
48.0679999997,6008,-1.5350717707,-0.0385315077,-0.0651334212,,,
48.0719999999,6009,-1.1639011049,-0.2483288357,0.9095982057,,,
48.0759999999,6009,-0.7712776909,-0.5400300262,1.5059703147,,,
48.0799999998,6010,-0.4296422947,-0.7486499237,1.7078833546,,,
48.0839999998,6010,-0.8746994765,-1.4856240830,0.9472561124,,,
48.0880000000,6011,-1.9696171902,-2.6836114138,-0.6007326937,,,
48.0919999999,6011,-2.6432543191,-3.4293626834,-1.8217628183,,,
48.0959999999,6012,-2.5083718655,-3.4227946555,-2.1088206027,,,
48.0999999999,6012,-2.1821482711,-3.2704331840,-1.9109595637,,,
48.1039999998,6013,-1.8030416232,-3.0828309203,-1.5271741882,,,
48.1079999998,6013,-0.6335179016,-2.0946573121,-0.4997781354,,,
48.1120000000,6014,1.3924550101,-0.1407428990,1.2320455262,,,
48.1159999999,6014,3.0221396462,1.6893264317,2.6109747217,,,
48.1199999999,6015,3.3031233723,2.5399082310,2.6987190988,,,
48.1239999998,6015,2.7725519584,2.8980696202,1.8619008265,,,
48.1279999998,6016,2.2986762595,3.4817636932,0.9704049918,,,
48.1319999998,6016,1.8122542206,4.0222504016,0.1785070703,,,
48.1359999999,6017,1.0629751131,4.0218324190,-0.6683193265,,,
48.1399999999,6017,0.6198330514,3.8163678561,-1.1364742046,,,
48.1439999999,6018,0.9863884835,3.8385251693,-0.7577528356,,,
48.1479999998,6018,1.4541816930,3.5350549583,-0.0329613528,,,
48.1519999998,6019,1.0343295272,2.1733129720,0.1752181536,,,
48.1559999997,6019,-0.0012700995,0.2164772682,-0.0355714566,,,
48.1599999999,6020,-0.6630829932,-1.2510194818,0.0814866823,,,
48.1639999999,6020,-0.8394206149,-2.0691932711,0.5271238865,,,
48.1679999998,6021,-1.1474678812,-2.8474929358,0.5478379106,,,
48.1719999998,6021,-1.5901589207,-3.6179150633,-0.0793668639,,,
48.1760000000,6022,-1.6528690279,-3.8610940901,-0.8058727814,,,
48.1799999999,6022,-1.5206291945,-3.6933411244,-1.3447619107,,,
48.1839999999,6023,-1.9020041054,-3.7902235537,-1.9091550370,,,
48.1879999998,6023,-2.6473877538,-4.0772656694,-2.2975537856,,,
48.1919999998,6024,-2.7406177043,-3.6320471947,-1.7786167841,,,
48.1959999998,6024,-1.8321773183,-2.1325524013,-0.2811136950,,,
48.2000000000,6025,-0.6636043329,-0.3623631834,1.2023662299,,,
48.2039999999,6025,0.2982370390,1.0680892551,1.9006949839,,,
48.2079999999,6026,1.4455342851,2.4003634151,2.1002661026,,,
48.2119999998,6026,2.7952924677,3.6449978219,2.1944062453,,,
48.2159999998,6027,3.4353605655,4.0211220112,1.8720418003,,,
48.2199999997,6027,2.9272228373,3.2330540297,0.9641998751,,,
48.2239999999,6028,2.1439297497,2.2452072879,0.1882536409,,,
48.2279999999,6028,1.8812256545,1.9272430236,0.1492933529,,,
48.2319999998,6029,1.6432716758,1.8475968581,0.3050904747,,,
48.2359999998,6029,0.7301255070,1.2928609302,-0.1492517115,,,
48.2400000000,6030,-0.4019209618,0.5910997028,-0.9519197389,,,
48.2439999999,6030,-0.9329623817,0.3775074710,-1.2758615178,,,
48.2479999999,6031,-1.0622622595,0.2812218376,-1.0639132010,,,
48.2519999999,6031,-1.4714830528,-0.4936737199,-0.8756829510,,,
48.2559999998,6032,-2.0067417820,-1.7561230853,-0.7725278794,,,
48.2599999998,6032,-2.0682742589,-2.6273737088,-0.4092338515,,,
48.2640000000,6033,-1.8757353095,-2.9173724522,-0.0477302341,,,
